K,Fold,Epoch,Batch,Dropout,Label,Precision,Recall,F1-Score,Support
5,2,10,16,0.2,asli,0.9602595296025952,0.810958904109589,0.8793167471221686,1460.0
5,2,10,16,0.2,palsu,0.679814385150812,0.9228346456692912,0.7828991315965264,635.0
5,3,10,16,0.2,asli,0.9475839475839476,0.7924657534246575,0.8631107795598657,1460.0
5,3,10,16,0.2,palsu,0.6533180778032036,0.8992125984251969,0.7567925778661365,635.0
5,4,10,16,0.2,asli,0.9622964867180804,0.7691780821917809,0.8549676437000381,1460.0
5,4,10,16,0.2,palsu,0.6368534482758621,0.9307086614173228,0.7562380038387716,635.0
5,5,10,16,0.2,asli,0.9234268385140256,0.8342465753424657,0.8765743073047859,1460.0
5,5,10,16,0.2,palsu,0.687741935483871,0.8406940063091483,0.7565649396735273,634.0
5,1,10,16,0.3,asli,0.9659468438538206,0.7965753424657535,0.8731231231231231,1460.0
5,1,10,16,0.3,palsu,0.6666666666666666,0.9354330708661416,0.7785058977719528,635.0
5,2,10,16,0.3,asli,0.9425911559348332,0.8321917808219178,0.8839578028373954,1460.0
5,2,10,16,0.3,palsu,0.6960297766749379,0.8834645669291339,0.7786259541984732,635.0
5,3,10,16,0.3,asli,0.9316720257234726,0.7938356164383562,0.8572485207100592,1460.0
5,3,10,16,0.3,palsu,0.6462984723854289,0.8661417322834646,0.7402422611036339,635.0
5,4,10,16,0.3,asli,0.9539094650205762,0.7938356164383562,0.8665420560747663,1460.0
5,4,10,16,0.3,palsu,0.6579545454545455,0.9118110236220472,0.7643564356435644,635.0
5,5,10,16,0.3,asli,0.916793893129771,0.8226027397260274,0.8671480144404332,1460.0
5,5,10,16,0.3,palsu,0.6696428571428571,0.8280757097791798,0.7404795486600846,634.0
5,1,10,16,0.5,asli,0.9444866920152092,0.8506849315068493,0.8951351351351351,1460.0
5,1,10,16,0.5,palsu,0.7205128205128205,0.8850393700787401,0.7943462897526502,635.0
5,2,10,16,0.5,asli,0.9327917282127032,0.8650684931506849,0.8976545842217484,1460.0
5,2,10,16,0.5,palsu,0.7341430499325237,0.8566929133858268,0.7906976744186046,635.0
5,3,10,16,0.5,asli,0.9034833091436864,0.8527397260273972,0.8773784355179705,1460.0
5,3,10,16,0.5,palsu,0.700139470013947,0.7905511811023622,0.742603550295858,635.0
5,4,10,16,0.5,asli,0.9472868217054264,0.836986301369863,0.8887272727272727,1460.0
5,4,10,16,0.5,palsu,0.7043478260869566,0.8929133858267716,0.7875,635.0
5,5,10,16,0.5,asli,0.9438291139240508,0.8171232876712329,0.8759177679882526,1460.0
5,5,10,16,0.5,palsu,0.6783132530120481,0.88801261829653,0.7691256830601093,634.0
5,1,10,32,0.2,asli,0.9388217522658612,0.8513698630136987,0.8929597701149425,1460.0
5,1,10,32,0.2,palsu,0.7185473411154345,0.8724409448818897,0.7880512091038406,635.0
5,2,10,32,0.2,asli,0.9502899751449876,0.7856164383561643,0.8601424821897263,1460.0
5,2,10,32,0.2,palsu,0.6475225225225225,0.905511811023622,0.7550886408404465,635.0
5,3,10,32,0.2,asli,0.9203942380591356,0.8315068493150685,0.8736955739474631,1460.0
5,3,10,32,0.2,palsu,0.6829896907216495,0.8346456692913385,0.7512402551381998,635.0
5,4,10,32,0.2,asli,0.95152013147083,0.7931506849315069,0.8651475532312289,1460.0
5,4,10,32,0.2,palsu,0.6560364464692483,0.9070866141732284,0.7614011896893589,635.0
5,5,10,32,0.2,asli,0.9466019417475728,0.8013698630136986,0.8679525222551929,1460.0
5,5,10,32,0.2,palsu,0.662004662004662,0.8958990536277602,0.7613941018766756,634.0
5,1,10,32,0.3,asli,0.9276844411979548,0.8698630136986302,0.8978437610463061,1460.0
5,1,10,32,0.3,palsu,0.7382920110192838,0.8440944881889764,0.7876561351947098,635.0
5,2,10,32,0.3,asli,0.9260355029585798,0.8575342465753425,0.8904694167852063,1460.0
5,2,10,32,0.3,palsu,0.7200538358008075,0.84251968503937,0.7764876632801161,635.0
5,3,10,32,0.3,asli,0.9311145510835912,0.8239726027397261,0.8742732558139535,1460.0
5,3,10,32,0.3,palsu,0.6799501867995019,0.8598425196850393,0.7593880389429764,635.0
5,4,10,32,0.3,asli,0.9230220955096222,0.886986301369863,0.904645476772616,1460.0
5,4,10,32,0.3,palsu,0.7615606936416185,0.8299212598425196,0.7942727957799548,635.0
5,5,10,32,0.3,asli,0.9353312302839116,0.8123287671232877,0.8695014662756598,1460.0
5,5,10,32,0.3,palsu,0.6682808716707022,0.8706624605678234,0.7561643835616438,634.0
5,1,10,32,0.5,asli,0.9275914634146342,0.8335616438356165,0.8780663780663781,1460.0
5,1,10,32,0.5,palsu,0.6896551724137931,0.8503937007874016,0.7616361071932299,635.0
5,2,10,32,0.5,asli,0.9,0.9123287671232876,0.9061224489795918,1460.0
5,2,10,32,0.5,palsu,0.791869918699187,0.7669291338582677,0.7792,635.0
5,3,10,32,0.5,asli,0.9374498797113072,0.8006849315068493,0.8636867380864426,1460.0
5,3,10,32,0.5,palsu,0.6568396226415094,0.8771653543307086,0.75118004045853,635.0
5,4,10,32,0.5,asli,0.8998579545454546,0.8678082191780822,0.8835425383542538,1460.0
5,4,10,32,0.5,palsu,0.7190684133915575,0.7779527559055118,0.7473524962178517,635.0
5,5,10,32,0.5,asli,0.9577717879604672,0.7301369863013699,0.8286047415468325,1460.0
5,5,10,32,0.5,palsu,0.5983690112130479,0.9258675078864352,0.7269349845201238,634.0
5,1,10,64,0.2,asli,0.9417946645109136,0.797945205479452,0.8639228772710419,1460.0
5,1,10,64,0.2,palsu,0.6561771561771562,0.8866141732283465,0.754186202277294,635.0
5,2,10,64,0.2,asli,0.9011997177134792,0.8746575342465753,0.8877302745915885,1460.0
5,2,10,64,0.2,palsu,0.7300884955752213,0.7795275590551181,0.753998476770754,635.0
5,3,10,64,0.2,asli,0.9300341296928328,0.7465753424657534,0.8282674772036475,1460.0
5,3,10,64,0.2,palsu,0.5991332611050921,0.8708661417322835,0.7098844672657253,635.0
5,4,10,64,0.2,asli,0.9149253731343284,0.8397260273972603,0.8757142857142857,1460.0
5,4,10,64,0.2,palsu,0.6900662251655629,0.8204724409448819,0.7496402877697842,635.0
5,5,10,64,0.2,asli,0.0,0.0,0.0,1460.0
5,5,10,64,0.2,palsu,0.3027698185291309,1.0,0.4648093841642228,634.0
5,1,10,64,0.3,asli,0.919000757002271,0.8315068493150685,0.8730672419992809,1460.0
5,1,10,64,0.3,palsu,0.6821705426356589,0.831496062992126,0.7494677075940384,635.0
5,2,10,64,0.3,asli,0.9538066723695466,0.7636986301369864,0.8482312666413084,1460.0
5,2,10,64,0.3,palsu,0.6274298056155507,0.9149606299212598,0.7443946188340808,635.0
5,3,10,64,0.3,asli,0.9235382308845578,0.8438356164383561,0.8818897637795275,1460.0
5,3,10,64,0.3,palsu,0.7003942181340341,0.8393700787401575,0.7636103151862464,635.0
5,4,10,64,0.3,asli,0.909830007390983,0.8431506849315068,0.8752221827230715,1460.0
5,4,10,64,0.3,palsu,0.6913746630727763,0.8078740157480315,0.7450980392156863,635.0
5,5,10,64,0.3,asli,0.9056603773584906,0.8547945205479452,0.879492600422833,1460.0
5,5,10,64,0.3,palsu,0.7039106145251397,0.7949526813880127,0.7466666666666667,634.0
5,1,10,64,0.5,asli,0.9409385113268608,0.7965753424657535,0.862759643916914,1460.0
5,1,10,64,0.5,palsu,0.6542491268917345,0.8850393700787401,0.7523427041499331,635.0
5,2,10,64,0.5,asli,0.955719557195572,0.7095890410958904,0.8144654088050315,1460.0
5,2,10,64,0.5,palsu,0.5806132542037586,0.9244094488188976,0.7132442284325637,635.0
5,3,10,64,0.5,asli,0.905223880597015,0.8308219178082191,0.8664285714285714,1460.0
5,3,10,64,0.5,palsu,0.6728476821192053,0.8,0.7309352517985611,635.0
5,4,10,64,0.5,asli,0.9058544303797468,0.7842465753424658,0.8406754772393539,1460.0
5,4,10,64,0.5,palsu,0.6209386281588448,0.8125984251968504,0.703956343792633,635.0
5,5,10,64,0.5,asli,0.9586956521739132,0.6041095890410959,0.7411764705882353,1460.0
5,5,10,64,0.5,palsu,0.5076660988074957,0.94006309148265,0.6592920353982301,634.0
5,1,20,16,0.2,asli,0.9559164733178654,0.8465753424657534,0.8979295314202688,1460.0
5,1,20,16,0.2,palsu,0.7206982543640897,0.9102362204724408,0.8044537230340988,635.0
5,2,20,16,0.2,asli,0.9478260869565216,0.8212328767123288,0.88,1460.0
5,2,20,16,0.2,palsu,0.6855421686746987,0.8960629921259843,0.7767918088737201,635.0
5,3,20,16,0.2,asli,0.9449321628092576,0.810958904109589,0.8728345005528935,1460.0
5,3,20,16,0.2,palsu,0.672209026128266,0.8913385826771654,0.7664184157075152,635.0
5,4,20,16,0.2,asli,0.9560862865947612,0.85,0.8999274836838289,1460.0
5,4,20,16,0.2,palsu,0.7252195734002509,0.9102362204724408,0.8072625698324022,635.0
5,5,20,16,0.2,asli,0.93791088385683,0.8794520547945206,0.9077412513255568,1460.0
5,5,20,16,0.2,palsu,0.7572413793103449,0.8659305993690851,0.8079470198675497,634.0
5,1,20,16,0.3,asli,0.0,0.0,0.0,1460.0
5,1,20,16,0.3,palsu,0.3031026252983294,1.0,0.4652014652014652,635.0
5,2,20,16,0.3,asli,0.9490106544901066,0.8541095890410959,0.8990627253064167,1460.0
5,2,20,16,0.3,palsu,0.7272727272727273,0.8944881889763779,0.8022598870056498,635.0
5,3,20,16,0.3,asli,0.9250585480093676,0.8116438356164384,0.8646479387085005,1460.0
5,3,20,16,0.3,palsu,0.6621621621621622,0.8488188976377953,0.7439613526570048,635.0
5,4,20,16,0.3,asli,0.9483675018982536,0.8554794520547945,0.8995318689232985,1460.0
5,4,20,16,0.3,palsu,0.7287917737789203,0.8929133858267716,0.802547770700637,635.0
5,5,20,16,0.3,asli,0.9320809248554912,0.8835616438356164,0.9071729957805909,1460.0
5,5,20,16,0.3,palsu,0.7605633802816901,0.8517350157728707,0.8035714285714286,634.0
5,1,20,16,0.5,asli,0.9364285714285714,0.897945205479452,0.9167832167832168,1460.0
5,1,20,16,0.5,palsu,0.7856115107913669,0.8598425196850393,0.8210526315789474,635.0
5,2,20,16,0.5,asli,0.9353416605437178,0.8719178082191781,0.9025168380007088,1460.0
5,2,20,16,0.5,palsu,0.7452316076294278,0.8614173228346457,0.7991234477720964,635.0
5,3,20,16,0.5,asli,0.9081818181818182,0.6842465753424658,0.78046875,1460.0
5,3,20,16,0.5,palsu,0.5366834170854271,0.8409448818897638,0.6552147239263804,635.0
5,4,20,16,0.5,asli,0.9502637528259232,0.8636986301369863,0.9049156799425906,1460.0
5,4,20,16,0.5,palsu,0.7408854166666666,0.8960629921259843,0.8111190306486101,635.0
5,5,20,16,0.5,asli,0.9207017543859648,0.8986301369863013,0.9095320623916812,1460.0
5,5,20,16,0.5,palsu,0.7787742899850523,0.8217665615141956,0.7996930161166539,634.0
5,1,20,32,0.2,asli,0.9617529880478088,0.8267123287671233,0.889134438305709,1460.0
5,1,20,32,0.2,palsu,0.6988095238095238,0.9244094488188976,0.7959322033898305,635.0
5,2,20,32,0.2,asli,0.9420180722891566,0.8568493150684932,0.8974175035868006,1460.0
5,2,20,32,0.2,palsu,0.727509778357236,0.878740157480315,0.7960057061340942,635.0
5,3,20,32,0.2,asli,0.9466135458167332,0.8136986301369863,0.8751381215469614,1460.0
5,3,20,32,0.2,palsu,0.6761904761904762,0.8944881889763779,0.7701694915254237,635.0
5,4,20,32,0.2,asli,0.9385964912280702,0.8061643835616439,0.8673544583640383,1460.0
5,4,20,32,0.2,palsu,0.6634958382877527,0.878740157480315,0.7560975609756098,635.0
5,5,20,32,0.2,asli,0.9561472200469852,0.8363013698630137,0.8922177566678845,1460.0
5,5,20,32,0.2,palsu,0.7074663402692778,0.9116719242902208,0.7966919365954515,634.0
5,1,20,32,0.3,asli,0.9392558845861808,0.8472602739726027,0.8908894490457328,1460.0
5,1,20,32,0.3,palsu,0.7133676092544987,0.8740157480314961,0.7855626326963907,635.0
5,2,20,32,0.3,asli,0.9612903225806452,0.8164383561643835,0.882962962962963,1460.0
5,2,20,32,0.3,palsu,0.6865497076023391,0.9244094488188976,0.7879194630872484,635.0
