komentar,cleaned,tokens,normalized,stemmed,cleaned_final
"mantap, walaupun bagian depannya sedikit tidak rapi ya overall bagus",mantap walaupun bagian depannya sedikit tidak rapi ya overall bagus,"['mantap', 'walaupun', 'bagian', 'depannya', 'sedikit', 'tidak', 'rapi', 'ya', 'overall', 'bagus']","['mantap', 'walaupun', 'bagian', 'depannya', 'sedikit', 'tidak', 'rapi', 'ya', 'overall', 'bagus']","['mantap', 'walaupun', 'bagi', 'depan', 'sedikit', 'tidak', 'rapi', 'ya', 'overall', 'bagus']",mantap walaupun bagi depan sedikit tidak rapi ya overall bagus
berkulitas hampir mirip dengan yang asli. desain nya agk kurang rapi lem nya masi luber keluar tapi dengan harga segitu udh wow banget sepatu nya juga tidak kaku melain kan fleksibel midsol bawah super empuk jadi jangan ragu untu beli di toko ini,berkulitas hampir mirip dengan yang asli desain nya agk kurang rapi lem nya masi luber keluar tapi dengan harga segitu udh wow banget sepatu nya juga tidak kaku melain kan fleksibel midsol bawah super empuk jadi jangan ragu untu beli di toko ini,"['berkulitas', 'hampir', 'mirip', 'dengan', 'yang', 'asli', 'desain', 'nya', 'agk', 'kurang', 'rapi', 'lem', 'nya', 'masi', 'luber', 'keluar', 'tapi', 'dengan', 'harga', 'segitu', 'udh', 'wow', 'banget', 'sepatu', 'nya', 'juga', 'tidak', 'kaku', 'melain', 'kan', 'fleksibel', 'midsol', 'bawah', 'super', 'empuk', 'jadi', 'jangan', 'ragu', 'untu', 'beli', 'di', 'toko', 'ini']","['berkulitas', 'hampir', 'mirip', 'dengan', 'yang', 'asli', 'desain', 'nya', 'agk', 'kurang', 'rapi', 'lem', 'nya', 'masi', 'luber', 'keluar', 'tapi', 'dengan', 'harga', 'segitu', 'sudah', 'wow', 'banget', 'sepatu', 'nya', 'juga', 'tidak', 'kaku', 'melain', 'kan', 'fleksibel', 'midsol', 'bawah', 'super', 'empuk', 'jadi', 'jangan', 'ragu', 'untu', 'beli', 'di', 'toko', 'ini']","['berkulitas', 'hampir', 'mirip', 'dengan', 'yang', 'asli', 'desain', 'nya', 'agk', 'kurang', 'rapi', 'lem', 'nya', 'mas', 'luber', 'keluar', 'tapi', 'dengan', 'harga', 'segitu', 'sudah', 'wow', 'banget', 'sepatu', 'nya', 'juga', 'tidak', 'kaku', 'lain', 'kan', 'fleksibel', 'midsol', 'bawah', 'super', 'empuk', 'jadi', 'jangan', 'ragu', 'untu', 'beli', 'di', 'toko', 'ini']",berkulitas hampir mirip dengan yang asli desain nya agk kurang rapi lem nya mas luber keluar tapi dengan harga segitu sudah wow banget sepatu nya juga tidak kaku lain kan fleksibel midsol bawah super empuk jadi jangan ragu untu beli di toko ini
harga segitu jangan berharap lebih karena kw y kw.kalau pingin bagus y nabung dulu beli yg ori atau brand lokal saja yg hemat.,harga segitu jangan berharap lebih karena kw y kw kalau pingin bagus y nabung dulu beli yg ori atau brand lokal saja yg hemat,"['harga', 'segitu', 'jangan', 'berharap', 'lebih', 'karena', 'kw', 'y', 'kw', 'kalau', 'pingin', 'bagus', 'y', 'nabung', 'dulu', 'beli', 'yg', 'ori', 'atau', 'brand', 'lokal', 'saja', 'yg', 'hemat']","['harga', 'segitu', 'jangan', 'berharap', 'lebih', 'karena', 'palsu', 'y', 'palsu', 'kalau', 'pingin', 'bagus', 'y', 'nabung', 'dulu', 'beli', 'yang', 'asli', 'atau', 'brand', 'lokal', 'saja', 'yang', 'hemat']","['harga', 'segitu', 'jangan', 'harap', 'lebih', 'karena', 'palsu', 'y', 'palsu', 'kalau', 'pingin', 'bagus', 'y', 'nabung', 'dulu', 'beli', 'yang', 'asli', 'atau', 'brand', 'lokal', 'saja', 'yang', 'hemat']",harga segitu jangan harap lebih karena palsu y palsu kalau pingin bagus y nabung dulu beli yang asli atau brand lokal saja yang hemat
"barang ok, sesuai deskripsi, ukuran pas, saya kasi bintang 5, semoga awet",barang ok sesuai deskripsi ukuran pas saya kasi bintang 5 semoga awet,"['barang', 'ok', 'sesuai', 'deskripsi', 'ukuran', 'pas', 'saya', 'kasi', 'bintang', '5', 'semoga', 'awet']","['barang', 'oke', 'sesuai', 'deskripsi', 'ukuran', 'pas', 'saya', 'kasi', 'bintang', '5', 'semoga', 'awet']","['barang', 'oke', 'sesuai', 'deskripsi', 'ukur', 'pas', 'saya', 'kasi', 'bintang', '5', 'moga', 'awet']",barang oke sesuai deskripsi ukur pas saya kasi bintang 5 moga awet
"pelayanan ramah,sesuai warna dan bahan tebal 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍",pelayanan ramah sesuai warna dan bahan tebal,"['pelayanan', 'ramah', 'sesuai', 'warna', 'dan', 'bahan', 'tebal']","['pelayanan', 'ramah', 'sesuai', 'warna', 'dan', 'bahan', 'tebal']","['layan', 'ramah', 'sesuai', 'warna', 'dan', 'bahan', 'tebal']",layan ramah sesuai warna dan bahan tebal
"worth it sesuai harga yaa. solnya empuk. buat yg kakinya lebar, saran order ukuran +1",worth it sesuai harga yaa solnya empuk buat yg kakinya lebar saran order ukuran 1,"['worth', 'it', 'sesuai', 'harga', 'yaa', 'solnya', 'empuk', 'buat', 'yg', 'kakinya', 'lebar', 'saran', 'order', 'ukuran', '1']","['worth', 'it', 'sesuai', 'harga', 'yaa', 'solnya', 'empuk', 'buat', 'yang', 'kakinya', 'lebar', 'saran', 'order', 'ukuran', '1']","['worth', 'it', 'sesuai', 'harga', 'yaa', 'sol', 'empuk', 'buat', 'yang', 'kaki', 'lebar', 'saran', 'order', 'ukur', '1']",worth it sesuai harga yaa sol empuk buat yang kaki lebar saran order ukur 1
"recomend,keren👍🏻,mantul. rencanannya buat kado trkhir beli untuk sendiri juga.",recomend keren mantul rencanannya buat kado trkhir beli untuk sendiri juga,"['recomend', 'keren', 'mantul', 'rencanannya', 'buat', 'kado', 'trkhir', 'beli', 'untuk', 'sendiri', 'juga']","['recomend', 'keren', 'mantap', 'rencanannya', 'buat', 'kado', 'trkhir', 'beli', 'untuk', 'sendiri', 'juga']","['recomend', 'keren', 'mantap', 'rencanannya', 'buat', 'kado', 'trkhir', 'beli', 'untuk', 'sendiri', 'juga']",recomend keren mantap rencanannya buat kado trkhir beli untuk sendiri juga
"Alhamdulillah, sepatu nya sudah mendarat dengan selamat. semoga awet dan bisa menunjang aktivitas sehari-hari.",alhamdulillah sepatu nya sudah mendarat dengan selamat semoga awet dan bisa menunjang aktivitas sehari hari,"['alhamdulillah', 'sepatu', 'nya', 'sudah', 'mendarat', 'dengan', 'selamat', 'semoga', 'awet', 'dan', 'bisa', 'menunjang', 'aktivitas', 'sehari', 'hari']","['alhamdulillah', 'sepatu', 'nya', 'sudah', 'mendarat', 'dengan', 'selamat', 'semoga', 'awet', 'dan', 'bisa', 'menunjang', 'aktivitas', 'sehari', 'hari']","['alhamdulillah', 'sepatu', 'nya', 'sudah', 'darat', 'dengan', 'selamat', 'moga', 'awet', 'dan', 'bisa', 'tunjang', 'aktivitas', 'hari', 'hari']",alhamdulillah sepatu nya sudah darat dengan selamat moga awet dan bisa tunjang aktivitas hari hari
"kualitas bahan dan model gak kaleng2, ukuran sy naikan 1 dari 43 ke 44 pas banget, harusnya 45 sih biar agak longgar dikit, trims seller, pertahankan kualitas barang dan pelayanan",kualitas bahan dan model gak kaleng2 ukuran sy naikan 1 dari 43 ke 44 pas banget harusnya 45 sih biar agak longgar dikit trims seller pertahankan kualitas barang dan pelayanan,"['kualitas', 'bahan', 'dan', 'model', 'gak', 'kaleng2', 'ukuran', 'sy', 'naikan', '1', 'dari', '43', 'ke', '44', 'pas', 'banget', 'harusnya', '45', 'sih', 'biar', 'agak', 'longgar', 'dikit', 'trims', 'seller', 'pertahankan', 'kualitas', 'barang', 'dan', 'pelayanan']","['kualitas', 'bahan', 'dan', 'model', 'tidak', 'kaleng2', 'ukuran', 'sy', 'naikan', '1', 'dari', '43', 'ke', '44', 'pas', 'banget', 'harusnya', '45', 'sih', 'biar', 'agak', 'longgar', 'dikit', 'trims', 'seller', 'pertahankan', 'kualitas', 'barang', 'dan', 'pelayanan']","['kualitas', 'bahan', 'dan', 'model', 'tidak', 'kaleng2', 'ukur', 'sy', 'naik', '1', 'dari', '43', 'ke', '44', 'pas', 'banget', 'harus', '45', 'sih', 'biar', 'agak', 'longgar', 'dikit', 'trims', 'seller', 'tahan', 'kualitas', 'barang', 'dan', 'layan']",kualitas bahan dan model tidak kaleng2 ukur sy naik 1 dari 43 ke 44 pas banget harus 45 sih biar agak longgar dikit trims seller tahan kualitas barang dan layan
"barang sesuai pesanan tak ada cacat cuma agak sedikit bau lem aibon, so far sih so good",barang sesuai pesanan tak ada cacat cuma agak sedikit bau lem aibon so far sih so good,"['barang', 'sesuai', 'pesanan', 'tak', 'ada', 'cacat', 'cuma', 'agak', 'sedikit', 'bau', 'lem', 'aibon', 'so', 'far', 'sih', 'so', 'good']","['barang', 'sesuai', 'pesanan', 'tak', 'ada', 'cacat', 'cuma', 'agak', 'sedikit', 'bau', 'lem', 'aibon', 'so', 'far', 'sih', 'so', 'good']","['barang', 'sesuai', 'pesan', 'tak', 'ada', 'cacat', 'cuma', 'agak', 'sedikit', 'bau', 'lem', 'aibon', 'so', 'far', 'sih', 'so', 'good']",barang sesuai pesan tak ada cacat cuma agak sedikit bau lem aibon so far sih so good
"pengiriman cepat, sampai dengan selamat, sesuai pesanan, dan dapat bonus, minus gapake bubble wrap bau lem nyengat, lemnya kurang rapih, tpi dengan harga segini sudah sangat bagus",pengiriman cepat sampai dengan selamat sesuai pesanan dan dapat bonus minus gapake bubble wrap bau lem nyengat lemnya kurang rapih tpi dengan harga segini sudah sangat bagus,"['pengiriman', 'cepat', 'sampai', 'dengan', 'selamat', 'sesuai', 'pesanan', 'dan', 'dapat', 'bonus', 'minus', 'gapake', 'bubble', 'wrap', 'bau', 'lem', 'nyengat', 'lemnya', 'kurang', 'rapih', 'tpi', 'dengan', 'harga', 'segini', 'sudah', 'sangat', 'bagus']","['pengiriman', 'cepat', 'sampai', 'dengan', 'selamat', 'sesuai', 'pesanan', 'dan', 'dapat', 'bonus', 'minus', 'gapake', 'bubble', 'wrap', 'bau', 'lem', 'nyengat', 'lemnya', 'kurang', 'rapih', 'tpi', 'dengan', 'harga', 'segini', 'sudah', 'sangat', 'bagus']","['kirim', 'cepat', 'sampai', 'dengan', 'selamat', 'sesuai', 'pesan', 'dan', 'dapat', 'bonus', 'minus', 'gapake', 'bubble', 'wrap', 'bau', 'lem', 'nyengat', 'lem', 'kurang', 'rapih', 'tpi', 'dengan', 'harga', 'gin', 'sudah', 'sangat', 'bagus']",kirim cepat sampai dengan selamat sesuai pesan dan dapat bonus minus gapake bubble wrap bau lem nyengat lem kurang rapih tpi dengan harga gin sudah sangat bagus
"Sesuai ekspektasi, cukuplah dengan harga segini. Bagi saya ini kali pertama iseng beli sepatu KW karena panasaran saja, overal lumayan buat harian. Jangan di siksa kalau pengen awet hehe. Overall saya puas dengan harganya dapat sepatu dgn bahan luamyan begini (dapat bonus lagi) . Besok² mau saya pakai dan sandingkan dengan sepatu HOKA original nya milik teman pas nongkrong, biar melongo wkwkw. Terimakasih semoga awet ya, seller responsif dan komunikatif.",sesuai ekspektasi cukuplah dengan harga segini bagi saya ini kali pertama iseng beli sepatu kw karena panasaran saja overal lumayan buat harian jangan di siksa kalau pengen awet hehe overall saya puas dengan harganya dapat sepatu dgn bahan luamyan begini dapat bonus lagi besok² mau saya pakai dan sandingkan dengan sepatu hoka original nya milik teman pas nongkrong biar melongo wkwkw terimakasih semoga awet ya seller responsif dan komunikatif,"['sesuai', 'ekspektasi', 'cukuplah', 'dengan', 'harga', 'segini', 'bagi', 'saya', 'ini', 'kali', 'pertama', 'iseng', 'beli', 'sepatu', 'kw', 'karena', 'panasaran', 'saja', 'overal', 'lumayan', 'buat', 'harian', 'jangan', 'di', 'siksa', 'kalau', 'pengen', 'awet', 'hehe', 'overall', 'saya', 'puas', 'dengan', 'harganya', 'dapat', 'sepatu', 'dgn', 'bahan', 'luamyan', 'begini', 'dapat', 'bonus', 'lagi', 'besok²', 'mau', 'saya', 'pakai', 'dan', 'sandingkan', 'dengan', 'sepatu', 'hoka', 'original', 'nya', 'milik', 'teman', 'pas', 'nongkrong', 'biar', 'melongo', 'wkwkw', 'terimakasih', 'semoga', 'awet', 'ya', 'seller', 'responsif', 'dan', 'komunikatif']","['sesuai', 'ekspektasi', 'cukuplah', 'dengan', 'harga', 'segini', 'bagi', 'saya', 'ini', 'kali', 'pertama', 'iseng', 'beli', 'sepatu', 'palsu', 'karena', 'panasaran', 'saja', 'overal', 'lumayan', 'buat', 'harian', 'jangan', 'di', 'siksa', 'kalau', 'pengen', 'awet', 'hehe', 'overall', 'saya', 'puas', 'dengan', 'harganya', 'dapat', 'sepatu', 'dgn', 'bahan', 'luamyan', 'begini', 'dapat', 'bonus', 'lagi', 'besok²', 'mau', 'saya', 'pakai', 'dan', 'sandingkan', 'dengan', 'sepatu', 'hoka', 'asli', 'nya', 'milik', 'teman', 'pas', 'nongkrong', 'biar', 'melongo', 'wkwkw', 'terimakasih', 'semoga', 'awet', 'ya', 'seller', 'responsif', 'dan', 'komunikatif']","['sesuai', 'ekspektasi', 'cukup', 'dengan', 'harga', 'gin', 'bagi', 'saya', 'ini', 'kali', 'pertama', 'iseng', 'beli', 'sepatu', 'palsu', 'karena', 'panasaran', 'saja', 'overal', 'lumayan', 'buat', 'hari', 'jangan', 'di', 'siksa', 'kalau', 'ken', 'awet', 'hehe', 'overall', 'saya', 'puas', 'dengan', 'harga', 'dapat', 'sepatu', 'dgn', 'bahan', 'luamyan', 'begini', 'dapat', 'bonus', 'lagi', 'besok', 'mau', 'saya', 'pakai', 'dan', 'sanding', 'dengan', 'sepatu', 'hoka', 'asli', 'nya', 'milik', 'teman', 'pas', 'nongkrong', 'biar', 'longo', 'wkwkw', 'terimakasih', 'moga', 'awet', 'ya', 'seller', 'responsif', 'dan', 'komunikatif']",sesuai ekspektasi cukup dengan harga gin bagi saya ini kali pertama iseng beli sepatu palsu karena panasaran saja overal lumayan buat hari jangan di siksa kalau ken awet hehe overall saya puas dengan harga dapat sepatu dgn bahan luamyan begini dapat bonus lagi besok mau saya pakai dan sanding dengan sepatu hoka asli nya milik teman pas nongkrong biar longo wkwkw terimakasih moga awet ya seller responsif dan komunikatif
"untuk ukuran pas sekali maunya 1 nomor lagi 44 kian ku pilih. Tapi ya 43 udah pas ukuran kaki saya. pertama x di buka terasa bnget aroma lem aibonnya, bau lem pun gpp lah tpi yg penting kuat dan mudah2an tahan lama. untuk barang yang saya Terima tidak ada yang cacad. Untuk sepatunya saya pakai di kaki saya lumayan nyaman. Untuk bahan juga lumayan lah. warna sesuai dengan picture. sepatu saya biasanya tahan max 5 tahun baru ada masalah, ya mudah2an saya harap sepatu ini bisa tahan 2 atw 3 tahun.",untuk ukuran pas sekali maunya 1 nomor lagi 44 kian ku pilih tapi ya 43 udah pas ukuran kaki saya pertama x di buka terasa bnget aroma lem aibonnya bau lem pun gpp lah tpi yg penting kuat dan mudah2an tahan lama untuk barang yang saya terima tidak ada yang cacad untuk sepatunya saya pakai di kaki saya lumayan nyaman untuk bahan juga lumayan lah warna sesuai dengan picture sepatu saya biasanya tahan max 5 tahun baru ada masalah ya mudah2an saya harap sepatu ini bisa tahan 2 atw 3 tahun,"['untuk', 'ukuran', 'pas', 'sekali', 'maunya', '1', 'nomor', 'lagi', '44', 'kian', 'ku', 'pilih', 'tapi', 'ya', '43', 'udah', 'pas', 'ukuran', 'kaki', 'saya', 'pertama', 'x', 'di', 'buka', 'terasa', 'bnget', 'aroma', 'lem', 'aibonnya', 'bau', 'lem', 'pun', 'gpp', 'lah', 'tpi', 'yg', 'penting', 'kuat', 'dan', 'mudah2an', 'tahan', 'lama', 'untuk', 'barang', 'yang', 'saya', 'terima', 'tidak', 'ada', 'yang', 'cacad', 'untuk', 'sepatunya', 'saya', 'pakai', 'di', 'kaki', 'saya', 'lumayan', 'nyaman', 'untuk', 'bahan', 'juga', 'lumayan', 'lah', 'warna', 'sesuai', 'dengan', 'picture', 'sepatu', 'saya', 'biasanya', 'tahan', 'max', '5', 'tahun', 'baru', 'ada', 'masalah', 'ya', 'mudah2an', 'saya', 'harap', 'sepatu', 'ini', 'bisa', 'tahan', '2', 'atw', '3', 'tahun']","['untuk', 'ukuran', 'pas', 'sekali', 'maunya', '1', 'nomor', 'lagi', '44', 'kian', 'ku', 'pilih', 'tapi', 'ya', '43', 'udah', 'pas', 'ukuran', 'kaki', 'saya', 'pertama', 'x', 'di', 'buka', 'terasa', 'bnget', 'aroma', 'lem', 'aibonnya', 'bau', 'lem', 'pun', 'gpp', 'lah', 'tpi', 'yang', 'penting', 'kuat', 'dan', 'mudah2an', 'tahan', 'lama', 'untuk', 'barang', 'yang', 'saya', 'terima', 'tidak', 'ada', 'yang', 'cacat', 'untuk', 'sepatunya', 'saya', 'pakai', 'di', 'kaki', 'saya', 'lumayan', 'nyaman', 'untuk', 'bahan', 'juga', 'lumayan', 'lah', 'warna', 'sesuai', 'dengan', 'picture', 'sepatu', 'saya', 'biasanya', 'tahan', 'max', '5', 'tahun', 'baru', 'ada', 'masalah', 'ya', 'mudah2an', 'saya', 'harap', 'sepatu', 'ini', 'bisa', 'tahan', '2', 'atw', '3', 'tahun']","['untuk', 'ukur', 'pas', 'sekali', 'mau', '1', 'nomor', 'lagi', '44', 'kian', 'ku', 'pilih', 'tapi', 'ya', '43', 'udah', 'pas', 'ukur', 'kaki', 'saya', 'pertama', 'x', 'di', 'buka', 'asa', 'bnget', 'aroma', 'lem', 'aibonnya', 'bau', 'lem', 'pun', 'gpp', 'lah', 'tpi', 'yang', 'penting', 'kuat', 'dan', 'mudah2an', 'tahan', 'lama', 'untuk', 'barang', 'yang', 'saya', 'terima', 'tidak', 'ada', 'yang', 'cacat', 'untuk', 'sepatu', 'saya', 'pakai', 'di', 'kaki', 'saya', 'lumayan', 'nyaman', 'untuk', 'bahan', 'juga', 'lumayan', 'lah', 'warna', 'sesuai', 'dengan', 'picture', 'sepatu', 'saya', 'biasa', 'tahan', 'max', '5', 'tahun', 'baru', 'ada', 'masalah', 'ya', 'mudah2an', 'saya', 'harap', 'sepatu', 'ini', 'bisa', 'tahan', '2', 'atw', '3', 'tahun']",untuk ukur pas sekali mau 1 nomor lagi 44 kian ku pilih tapi ya 43 udah pas ukur kaki saya pertama x di buka asa bnget aroma lem aibonnya bau lem pun gpp lah tpi yang penting kuat dan mudah2an tahan lama untuk barang yang saya terima tidak ada yang cacat untuk sepatu saya pakai di kaki saya lumayan nyaman untuk bahan juga lumayan lah warna sesuai dengan picture sepatu saya biasa tahan max 5 tahun baru ada masalah ya mudah2an saya harap sepatu ini bisa tahan 2 atw 3 tahun
barang bagus seller ramah n sampai cepat recommended seller,barang bagus seller ramah n sampai cepat recommended seller,"['barang', 'bagus', 'seller', 'ramah', 'n', 'sampai', 'cepat', 'recommended', 'seller']","['barang', 'bagus', 'seller', 'ramah', 'n', 'sampai', 'cepat', 'recommended', 'seller']","['barang', 'bagus', 'seller', 'ramah', 'n', 'sampai', 'cepat', 'recommended', 'seller']",barang bagus seller ramah n sampai cepat recommended seller
"Barang cepat sampai, bahan oke sih , ukuran juga pas di kaki, semoga awet dahh",barang cepat sampai bahan oke sih ukuran juga pas di kaki semoga awet dahh,"['barang', 'cepat', 'sampai', 'bahan', 'oke', 'sih', 'ukuran', 'juga', 'pas', 'di', 'kaki', 'semoga', 'awet', 'dahh']","['barang', 'cepat', 'sampai', 'bahan', 'oke', 'sih', 'ukuran', 'juga', 'pas', 'di', 'kaki', 'semoga', 'awet', 'dahh']","['barang', 'cepat', 'sampai', 'bahan', 'oke', 'sih', 'ukur', 'juga', 'pas', 'di', 'kaki', 'moga', 'awet', 'dahh']",barang cepat sampai bahan oke sih ukur juga pas di kaki moga awet dahh
"Sepatunya bagus,ringan rapi dan enak dpakai,cuma depannya aja yg agak karidut bentuknya. Seller hrsnya kasih plastik dgulung buat dalamn sepatu spaya ngak berubah bentuk spatunya",sepatunya bagus ringan rapi dan enak dpakai cuma depannya aja yg agak karidut bentuknya seller hrsnya kasih plastik dgulung buat dalamn sepatu spaya ngak berubah bentuk spatunya,"['sepatunya', 'bagus', 'ringan', 'rapi', 'dan', 'enak', 'dpakai', 'cuma', 'depannya', 'aja', 'yg', 'agak', 'karidut', 'bentuknya', 'seller', 'hrsnya', 'kasih', 'plastik', 'dgulung', 'buat', 'dalamn', 'sepatu', 'spaya', 'ngak', 'berubah', 'bentuk', 'spatunya']","['sepatunya', 'bagus', 'ringan', 'rapi', 'dan', 'enak', 'dpakai', 'cuma', 'depannya', 'aja', 'yang', 'agak', 'karidut', 'bentuknya', 'seller', 'hrsnya', 'kasih', 'plastik', 'dgulung', 'buat', 'dalamn', 'sepatu', 'spaya', 'ngak', 'berubah', 'bentuk', 'spatunya']","['sepatu', 'bagus', 'ringan', 'rapi', 'dan', 'enak', 'dpakai', 'cuma', 'depan', 'aja', 'yang', 'agak', 'karidut', 'bentuk', 'seller', 'hrsnya', 'kasih', 'plastik', 'dgulung', 'buat', 'dalamn', 'sepatu', 'spaya', 'ngak', 'ubah', 'bentuk', 'spatunya']",sepatu bagus ringan rapi dan enak dpakai cuma depan aja yang agak karidut bentuk seller hrsnya kasih plastik dgulung buat dalamn sepatu spaya ngak ubah bentuk spatunya
"respon penjual cepat, barang sesuai, packing rapi kualitas sepatu bagus dapt tas sepatu sama kaos kaki mantabbbb pokoknya",respon penjual cepat barang sesuai packing rapi kualitas sepatu bagus dapt tas sepatu sama kaos kaki mantabbbb pokoknya,"['respon', 'penjual', 'cepat', 'barang', 'sesuai', 'packing', 'rapi', 'kualitas', 'sepatu', 'bagus', 'dapt', 'tas', 'sepatu', 'sama', 'kaos', 'kaki', 'mantabbbb', 'pokoknya']","['respon', 'penjual', 'cepat', 'barang', 'sesuai', 'packing', 'rapi', 'kualitas', 'sepatu', 'bagus', 'dapt', 'tas', 'sepatu', 'sama', 'kaos', 'kaki', 'mantabbbb', 'pokoknya']","['respon', 'jual', 'cepat', 'barang', 'sesuai', 'packing', 'rapi', 'kualitas', 'sepatu', 'bagus', 'dapt', 'tas', 'sepatu', 'sama', 'kaos', 'kaki', 'mantabbbb', 'pokok']",respon jual cepat barang sesuai packing rapi kualitas sepatu bagus dapt tas sepatu sama kaos kaki mantabbbb pokok
"Sepatunya bagus seperti deskripsi, ukuran pas empuk dipakai",sepatunya bagus seperti deskripsi ukuran pas empuk dipakai,"['sepatunya', 'bagus', 'seperti', 'deskripsi', 'ukuran', 'pas', 'empuk', 'dipakai']","['sepatunya', 'bagus', 'seperti', 'deskripsi', 'ukuran', 'pas', 'empuk', 'dipakai']","['sepatu', 'bagus', 'seperti', 'deskripsi', 'ukur', 'pas', 'empuk', 'pakai']",sepatu bagus seperti deskripsi ukur pas empuk pakai
"kualitas belum tahu, baru dicoba pake, lumayan empuk dikaki, untuk ukuran 44 terlalu pas pasan, resiko kaki jumbo :) overall mantap lah",kualitas belum tahu baru dicoba pake lumayan empuk dikaki untuk ukuran 44 terlalu pas pasan resiko kaki jumbo overall mantap lah,"['kualitas', 'belum', 'tahu', 'baru', 'dicoba', 'pake', 'lumayan', 'empuk', 'dikaki', 'untuk', 'ukuran', '44', 'terlalu', 'pas', 'pasan', 'resiko', 'kaki', 'jumbo', 'overall', 'mantap', 'lah']","['kualitas', 'belum', 'tahu', 'baru', 'dicoba', 'pake', 'lumayan', 'empuk', 'dikaki', 'untuk', 'ukuran', '44', 'terlalu', 'pas', 'pasan', 'resiko', 'kaki', 'jumbo', 'overall', 'mantap', 'lah']","['kualitas', 'belum', 'tahu', 'baru', 'coba', 'pake', 'lumayan', 'empuk', 'kaki', 'untuk', 'ukur', '44', 'terlalu', 'pas', 'pas', 'resiko', 'kaki', 'jumbo', 'overall', 'mantap', 'lah']",kualitas belum tahu baru coba pake lumayan empuk kaki untuk ukur 44 terlalu pas pas resiko kaki jumbo overall mantap lah
"kualitas lumayan lah dengan harga segitu udah dapet sepatu, kemarin sempat salah checkout, tp untungnya seller responsif, jadi tetap dapet sesuai keinginan",kualitas lumayan lah dengan harga segitu udah dapet sepatu kemarin sempat salah checkout tp untungnya seller responsif jadi tetap dapet sesuai keinginan,"['kualitas', 'lumayan', 'lah', 'dengan', 'harga', 'segitu', 'udah', 'dapet', 'sepatu', 'kemarin', 'sempat', 'salah', 'checkout', 'tp', 'untungnya', 'seller', 'responsif', 'jadi', 'tetap', 'dapet', 'sesuai', 'keinginan']","['kualitas', 'lumayan', 'lah', 'dengan', 'harga', 'segitu', 'udah', 'dapet', 'sepatu', 'kemarin', 'sempat', 'salah', 'checkout', 'tapi', 'untungnya', 'seller', 'responsif', 'jadi', 'tetap', 'dapet', 'sesuai', 'keinginan']","['kualitas', 'lumayan', 'lah', 'dengan', 'harga', 'segitu', 'udah', 'dapet', 'sepatu', 'kemarin', 'sempat', 'salah', 'checkout', 'tapi', 'untung', 'seller', 'responsif', 'jadi', 'tetap', 'dapet', 'sesuai', 'ingin']",kualitas lumayan lah dengan harga segitu udah dapet sepatu kemarin sempat salah checkout tapi untung seller responsif jadi tetap dapet sesuai ingin
"Alhamdulillah barang sampai dengan selamat dan pengiriman nya juga cepat, seller sangat responsif juga. Terima Kasih Banyak🙏🏻 Semoga Awet",alhamdulillah barang sampai dengan selamat dan pengiriman nya juga cepat seller sangat responsif juga terima kasih banyak semoga awet,"['alhamdulillah', 'barang', 'sampai', 'dengan', 'selamat', 'dan', 'pengiriman', 'nya', 'juga', 'cepat', 'seller', 'sangat', 'responsif', 'juga', 'terima', 'kasih', 'banyak', 'semoga', 'awet']","['alhamdulillah', 'barang', 'sampai', 'dengan', 'selamat', 'dan', 'pengiriman', 'nya', 'juga', 'cepat', 'seller', 'sangat', 'responsif', 'juga', 'terima', 'kasih', 'banyak', 'semoga', 'awet']","['alhamdulillah', 'barang', 'sampai', 'dengan', 'selamat', 'dan', 'kirim', 'nya', 'juga', 'cepat', 'seller', 'sangat', 'responsif', 'juga', 'terima', 'kasih', 'banyak', 'moga', 'awet']",alhamdulillah barang sampai dengan selamat dan kirim nya juga cepat seller sangat responsif juga terima kasih banyak moga awet
ukuran 36 nya kegedean utk ukuran 36 standard...akalinnya ya harus pakai kaos kaki tebel kayanya,ukuran 36 nya kegedean utk ukuran 36 standard akalinnya ya harus pakai kaos kaki tebel kayanya,"['ukuran', '36', 'nya', 'kegedean', 'utk', 'ukuran', '36', 'standard', 'akalinnya', 'ya', 'harus', 'pakai', 'kaos', 'kaki', 'tebel', 'kayanya']","['ukuran', '36', 'nya', 'kegedean', 'utk', 'ukuran', '36', 'standard', 'akalinnya', 'ya', 'harus', 'pakai', 'kaos', 'kaki', 'tebel', 'kayanya']","['ukur', '36', 'nya', 'gede', 'utk', 'ukur', '36', 'standard', 'akalinnya', 'ya', 'harus', 'pakai', 'kaos', 'kaki', 'tebel', 'kaya']",ukur 36 nya gede utk ukur 36 standard akalinnya ya harus pakai kaos kaki tebel kaya
